CustomerId,Exited
15624180,1
15701364,0
15762588,0
15806318,1
15712596,0
15600399,1
15576216,1
15620750,0
15623489,0
15667944,0
15584928,0
15779913,0
15644977,0
15749679,0
15629010,0
15768465,0
15767781,0
15635364,1
15722004,0
15766044,1
15586680,0
15635388,0
15655175,1
15639133,0
15799653,0
15723872,0
15775627,0
15630704,0
15815534,0
15697249,0
15681316,0
15682523,0
15650244,0
15648638,0
15795747,0
15607330,0
15624013,0
15800805,0
15667321,0
15601116,0
15622033,1
15758451,0
15688689,0
15652674,0
15806327,0
15649618,0
15677117,0
15751445,0
15749669,0
15656351,0
15667438,1
15682273,0
15580912,0
15785183,0
15705383,0
15712903,0
15774285,0
15583138,0
15740160,0
15793425,0
15749265,0
15623989,1
15604832,0
15584580,0
15573854,0
15614847,0
15679966,0
15799435,0
15752186,0
15705544,0
15713632,0
15586523,1
15609176,0
15769308,0
15676810,0
15634591,0
15679804,0
15677764,0
15571917,0
15574608,0
15740868,0
15702442,0
15699797,0
15648047,0
15766826,1
15591628,0
15583857,0
15752534,0
15741403,0
15783589,0
15598046,0
15643330,0
15680405,0
15728683,0
15621644,0
15733032,0
15608381,1
15658946,0
15757912,0
15645371,1
15653110,0
15766355,1
15585249,1
15611786,0
15575486,0
15780215,0
15686099,1
15739042,0
15815316,1
15778489,0
15786389,0
15601787,1
15624715,0
15763093,0
15572073,0
15780256,0
15659305,0
15638882,1
15714680,0
15777217,0
15739123,0
15594450,0
15797751,1
15691543,0
15722845,0
15605804,0
15702061,0
15694321,0
15798749,0
15720050,0
15758048,0
15805681,0
15802809,0
15807239,0
15749093,0
15689344,0
15606076,0
15610090,0
15693926,0
15791501,0
15621870,0
15734711,1
15814405,1
15729359,0
15606944,1
15671934,0
15641773,0
15701972,0
15749114,0
15780362,0
15753229,0
15656009,0
15785024,1
15670492,0
15795458,0
15732438,1
15781987,0
15775826,0
15807457,0
15632538,0
15641389,1
15657306,1
15709447,0
15762682,0
15626042,0
15597109,0
15756148,0
15665634,0
15739997,0
15686242,1
15759244,0
15672027,0
15594576,0
15707138,0
15756954,0
15619130,0
15639665,0
15571065,0
15686060,1
15615753,0
15800961,0
15763065,0
15672467,0
15752915,0
15744695,0
15584897,0
15601857,1
15674156,0
15695465,0
15792232,0
15807900,1
15743760,0
15652835,0
15767818,0
15591150,0
15734659,0
15796115,1
15724648,0
15737732,0
15632280,1
15750407,0
15795370,0
15656829,0
15643794,0
15798605,0
15637324,0
15589589,0
15778936,0
15757385,0
15666200,0
15683977,0
15675518,1
15584812,0
15752984,0
15577913,0
15591980,0
15598948,0
15574142,0
15582903,0
15733229,0
15635752,0
15771000,0
15804864,0
15641175,1
15692226,0
15584156,1
15702656,0
15606552,0
15687001,1
15781903,0
15731951,1
15580953,0
15810390,1
15628274,0
15615444,0
15784010,0
15571586,1
15748616,0
15769402,0
15739248,0
15603481,0
15723604,0
15797822,0
15665064,0
15640580,0
15581089,0
15728605,0
15737385,0
15714789,0
15786035,0
15815259,0
15592716,1
15734850,0
15638047,0
15674573,0
15694859,0
15776404,0
15579345,0
15690733,1
15631481,0
15620988,0
15571529,0
15592104,1
15651900,1
15596212,0
15710687,0
15613787,0
15599211,1
15675983,0
15622370,0
15656319,0
15605130,0
15672574,0
15659355,0
15777907,1
15655171,0
15619674,0
15775192,1
15617657,0
15688951,1
15763460,0
15756992,0
15617454,0
15701932,0
15700813,0
15645600,0
15634146,0
15686743,0
15698792,0
15591724,0
15571281,0
15661380,0
15728885,0
15618950,0
15609804,0
15735849,0
15652948,0
15618155,0
15566378,1
15565879,0
15792922,0
15770567,0
15738042,0
15714920,0
15782121,0
15673180,0
15660636,0
15664504,0
15790322,0
15739847,0
15699415,1
15665521,0
15682868,1
15584462,0
15661708,0
15584452,0
15717010,0
15643828,0
15733361,1
15795488,0
15581551,0
15632051,1
15780409,0
15572767,0
15590337,1
15634551,1
15669290,0
15621140,0
15613518,0
15728043,0
15570073,0
15777033,0
15682454,0
15758513,0
15772604,0
15721715,0
15688563,0
15772009,0
15809585,0
15593778,1
15655360,1
15780909,1
15757310,0
15801411,1
15761706,0
15658409,1
15810010,0
15627027,0
15624374,0
15720083,0
15752294,1
15743193,1
15696733,0
15677522,0
15643523,0
15624936,0
15716085,1
15641688,1
15796834,0
15720123,0
15604732,0
15723484,0
15807120,1
15810891,0
15640407,0
15778838,0
15709256,0
15742285,0
15729019,0
15608588,1
15610557,0
15786418,0
15653050,0
15744914,0
15669611,0
15594786,0
15649211,0
15766066,0
15772216,0
15619898,0
15724543,0
15755084,0
15730441,0
15666767,0
15690456,0
15570533,1
15797692,0
15603135,1
15698927,0
15687363,0
15733444,0
15678057,0
15806918,0
15638247,0
15674833,0
15812534,0
15586522,0
15794297,0
15737025,1
15615931,0
15664860,1
15664539,0
15583692,0
15693131,0
15779973,0
15620557,0
15639549,0
15618750,0
15796790,0
15668309,1
15732437,1
15665158,0
15689322,0
15596624,0
15601977,0
15801462,0
15566139,0
15791006,0
15668057,0
15580805,0
15658768,1
15613048,1
15803654,0
15662337,1
15650924,0
15647203,0
15682778,0
15579820,0
15709354,0
15728480,0
15641091,0
15603111,1
15679693,0
15797190,0
15788025,0
15646168,0
15580493,0
15726720,1
15735799,0
15773098,0
15668971,0
15603221,0
15740043,0
15712264,0
15751926,0
15589401,0
15742019,0
15660611,0
15607634,0
15595036,0
15745794,0
15781689,0
15696054,0
15752467,0
15597739,0
15651336,0
15636061,0
15723013,0
15784148,0
15578098,0
15638621,0
15720924,0
15566531,1
15718064,0
15605067,0
15655335,0
15607301,0
15694628,0
15607112,0
15635775,0
15644280,0
15708362,0
15771997,0
15730579,0
15728005,0
15791674,1
15754599,0
15693690,0
15728963,1
15659710,0
15658675,0
15638788,0
15609735,1
15771477,0
15570145,0
15797149,0
15636912,0
15687828,0
15667424,0
15759872,0
15572374,0
15754926,0
15687431,0
15604515,0
15682839,0
15624677,0
15646366,0
15701768,0
15623566,0
15681274,0
15762573,0
15706458,1
15654222,0
15704053,1
15724321,1
15621815,0
15724876,0
15696588,0
15612832,0
15804295,0
15712536,1
15662494,0
15807728,1
15764916,1
15615330,0
15638487,0
15627859,0
15622192,0
15789413,0
15583221,0
15768495,1
15644103,0
15741197,0
15664547,1
15797293,0
15572021,0
15637461,0
15620577,0
15609643,0
15785358,1
15603883,0
15782550,0
15775761,1
15680201,1
15767594,0
15591985,1
15789339,0
15781530,0
15705174,0
15572114,0
15804009,0
15662698,1
15696047,0
15701160,0
15790093,0
15632143,0
15736778,0
15734917,0
15643903,0
15569526,0
15777067,0
15795511,0
15610419,0
15644994,1
15703707,0
15659327,1
15771323,0
15750549,0
15698462,0
15739692,0
15744041,0
15700714,0
15777743,0
15623143,0
15712568,0
15617432,0
15650424,1
15728829,0
15680430,0
15687626,1
15609187,0
15609521,0
15752626,0
15571756,0
15814040,0
15658211,0
15742091,1
15787168,0
15772363,0
15659364,0
15738980,0
15794236,0
15721383,0
15652981,0
15722731,1
15640507,1
15578878,0
15744295,0
15776558,0
15596136,0
15704597,0
15648272,0
15594915,0
15581115,0
15763907,1
15705994,0
15772421,0
15711572,0
15691170,0
15600106,0
15745431,0
15649508,0
15812611,0
15619699,0
15813946,1
15762762,0
15629793,0
15781298,0
15622658,0
15658980,0
15701936,1
15686917,0
15807312,0
15574523,0
15724200,0
15738224,0
15593283,1
15814690,1
15807245,0
15799358,1
15616172,0
15777958,0
15809124,0
15616367,1
15687385,0
15607877,0
15736327,0
15746704,0
15778304,0
15588456,0
15664035,0
15596405,0
15815097,0
15762708,0
15776211,0
15626012,0
15792077,0
15718765,1
15576615,0
15752650,0
15797502,0
15687329,1
15779423,0
15619514,1
15615430,1
15716431,0
15798341,0
15651958,0
15726179,1
15652999,0
15691950,0
15632446,0
15620936,0
15587640,0
15782231,0
15580462,0
15736371,0
15648032,0
15610454,0
15671358,0
15747130,0
15578374,0
15572182,1
15770041,0
15669414,1
15777054,0
15621021,0
15785490,1
15577695,0
15686974,1
15574584,0
15719541,0
15646310,0
15697606,0
15711489,0
15670427,0
15731755,0
15796370,0
15598331,0
15704795,0
15796764,1
15589420,0
15810563,0
15746569,1
15811594,0
15645896,0
15802909,0
15797665,0
15778959,0
15722532,0
15784124,1
15776518,0
15611247,0
15721469,0
15773338,0
15784042,1
15776229,0
15655903,0
15590177,0
15568876,0
15813140,0
15770516,0
15755731,1
15574480,0
15798084,0
15673020,1
15643575,0
15596811,0
15786789,0
15578865,1
15605672,0
15603674,0
15759915,0
15686219,0
15696388,0
15713604,0
15647800,0
15813451,0
15765375,0
15774586,1
15603454,0
15653037,0
15782475,0
15593496,0
15808971,0
15791972,0
15676869,0
15683007,0
15659495,0
15703923,0
15674000,0
15618171,0
15732202,1
15735078,0
15798615,0
15638494,0
15763874,0
15696355,0
15655952,0
15739850,0
15611338,0
15707861,1
15672237,0
15657771,0
15677783,0
15681026,1
15566543,0
15594612,1
15814664,0
15642785,0
15690164,0
15590213,0
15603794,0
15733491,0
15806360,0
15587133,0
15721377,0
15747927,0
15806455,0
15695474,0
15666295,1
15656062,0
15579969,0
15703563,0
15692664,0
15719276,0
15672754,1
15768163,1
15656710,0
15696175,0
15586914,0
15581736,0
15588839,0
15589329,0
15605622,0
15798964,0
15769959,1
15657105,0
15569266,0
15719294,0
15606229,0
15569892,0
15584532,1
15682355,1
15628319,0
